Symbol,Company_Name,Sector,Signal,Signal_Score,In_Portfolio
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,BUY,70.78771695594125,False
J&KBANK,Jammu and Kashmir Bank Limited,Financial Services,BUY,70.78437917222965,False
INDOTECH,Indo Tech Transformers Limited,Industrials,BUY,70.6875834445928,False
AIAENG,AIA Engineering Limited,Industrials,BUY,70.68090787716957,False
TIINDIA,Tube Investments of India Limited,Industrials,BUY,70.66421895861149,False
OLAELEC,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,BUY,70.65086782376501,False
SIS,SIS Limited,Industrials,BUY,70.6441922563418,False
AEGISLOG,AEGIS LOGISTICS LIMITED,Energy,BUY,70.5407209612817,False
ABB,ABB India Limited,Industrials,BUY,70.5373831775701,False
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,BUY,70.44392523364485,False
DIFFNKG,DIFFUSION ENGINEERS LTD,Industrials,BUY,70.39052069425901,False
INOXINDIA,INOX India Limited,Industrials,BUY,70.37383177570094,False
VIYASH,Viyash Scientific Limited,Healthcare,BUY,70.37049399198932,False
SENORES,SENORES PHARMACEUTICALS L,Healthcare,BUY,70.37049399198932,False
ASTRAMICRO,Astra Microwave Products Limited,Technology,BUY,70.31708945260345,False
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,BUY,70.28704939919892,True
VENUSREM,Venus Remedies Limited,Healthcare,BUY,70.12016021361815,False
MARKSANS,Marksans Pharma Limited,Healthcare,BUY,70.0667556742323,False
HINDALCO,Hindalco Industries Limited,Basic Materials,BUY,70.01001335113484,True
